Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
target_long;nn.c;178;1.40745592117;0-2;Double bit-flip;1
target_long;nn.c;178;0.816706895828;0-2;Double bit-flip;1
neighbors;nn.c;34;1.57160496712;0-2;Double bit-flip;1
done;nn.c;31;1.3057410717;0-2;Double bit-flip;1
done;nn.c;31;0.98353099823;0-2;Double bit-flip;1
target_lat;nn.c;178;0.826729059219;0-2;Double bit-flip;1
k;nn.c;177;1.15008401871;0-2;Double bit-flip;1
target_lat;nn.c;178;1.12724089622;0-2;Double bit-flip;1
target_lat;nn.c;178;1.38259601593;0-2;Double bit-flip;1
target_lat;nn.c;178;0.925432920456;0-2;Double bit-flip;1
target_long;nn.c;178;1.71849393845;0-2;Double bit-flip;1
target_lat;nn.c;178;1.19844102859;0-2;Double bit-flip;1
target_lat;nn.c;178;0.59340596199;0-2;Double bit-flip;1
target_lat;nn.c;178;1.53955793381;0-2;Double bit-flip;1
target_lat;nn.c;178;1.00243711472;0-2;Double bit-flip;1
target_long;nn.c;178;1.45474910736;0-2;Double bit-flip;1
target_long;nn.c;178;1.10499691963;0-2;Double bit-flip;1
done;nn.c;31;1.58401989937;0-2;Double bit-flip;1
target_lat;nn.c;178;2.13033699989;0-2;Double bit-flip;1
target_lat;nn.c;178;1.61952090263;0-2;Double bit-flip;1
done;nn.c;31;1.06134605408;0-2;Double bit-flip;1
target_long;nn.c;178;2.14955496788;0-2;Double bit-flip;1
k;nn.c;177;0.933018922806;0-2;Double bit-flip;1
target_long;nn.c;178;0.897006034851;0-2;Double bit-flip;1
target_long;nn.c;178;1.28781795502;0-2;Double bit-flip;1
target_long;nn.c;178;1.84822297096;0-2;Double bit-flip;1
target_lat;nn.c;178;1.86066198349;0-2;Double bit-flip;1
target_lat;nn.c;178;1.25529193878;0-2;Double bit-flip;1
target_long;nn.c;178;1.93190789223;0-2;Double bit-flip;1
done;nn.c;31;1.24260306358;0-2;Double bit-flip;1
target_lat;nn.c;178;1.65678596497;0-2;Double bit-flip;1
target_lat;nn.c;178;1.31606793404;0-2;Double bit-flip;1
done;nn.c;31;0.516287088394;0-2;Double bit-flip;1
k;nn.c;177;1.59991407394;0-2;Double bit-flip;1
target_lat;nn.c;178;0.495846986771;0-2;Double bit-flip;1
target_lat;nn.c;178;1.31883311272;0-2;Double bit-flip;1
target_lat;nn.c;178;0.474914073944;0-2;Double bit-flip;1
target_lat;nn.c;178;1.06728291512;0-2;Double bit-flip;1
done;nn.c;31;1.61886000633;0-2;Double bit-flip;1
target_lat;nn.c;178;0.431785106659;0-2;Double bit-flip;1
target_lat;nn.c;28;1.04472494125;0-2;Double bit-flip;1
k;nn.c;177;0.648812055588;0-2;Double bit-flip;1
target_lat;nn.c;178;0.910187959671;0-2;Double bit-flip;1
target_long;nn.c;178;1.10977005959;0-2;Double bit-flip;1
z;nn.c;64;2.03582596779;0-2;Double bit-flip;1
target_lat;nn.c;178;0.895077943802;0-2;Double bit-flip;1
target_long;nn.c;178;0.913153886795;0-2;Double bit-flip;1
target_lat;nn.c;178;1.17587995529;0-2;Double bit-flip;1
k;nn.c;28;1.02083611488;0-2;Double bit-flip;1
target_lat;nn.c;178;0.378123044968;0-2;Double bit-flip;1
target_lat;nn.c;178;0.966300010681;0-2;Double bit-flip;1
target_lat;nn.c;178;0.685621023178;0-2;Double bit-flip;1
target_lat;nn.c;178;0.925029993057;0-2;Double bit-flip;1
target_long;nn.c;178;0.830410003662;0-2;Double bit-flip;1
target_lat;nn.c;178;1.43489289284;0-2;Double bit-flip;1
target_lat;nn.c;178;1.59192204475;0-2;Double bit-flip;1
target_long;nn.c;178;1.28518390656;0-2;Double bit-flip;1
done;nn.c;31;1.33661293983;0-2;Double bit-flip;1
k;nn.c;177;0.964824914932;0-2;Double bit-flip;1
neighbors;nn.c;34;1.13062810898;0-2;Double bit-flip;1
target_long;nn.c;178;1.08312988281;0-2;Double bit-flip;1
target_long;nn.c;178;0.896994113922;0-2;Double bit-flip;1
target_long;nn.c;178;1.43627595901;0-2;Double bit-flip;1
target_lat;nn.c;178;2.13609695435;0-2;Double bit-flip;1
target_long;nn.c;178;1.60940098763;0-2;Double bit-flip;1
target_lat;nn.c;178;1.97494196892;0-2;Double bit-flip;1
target_lat;nn.c;178;0.70233798027;0-2;Double bit-flip;1
target_lat;nn.c;178;0.917340040207;0-2;Double bit-flip;1
target_long;nn.c;178;1.27716398239;0-2;Double bit-flip;1
target_long;nn.c;178;1.93822097778;0-2;Double bit-flip;1
k;nn.c;177;0.974937915802;0-2;Double bit-flip;1
target_lat;nn.c;178;1.28821802139;0-2;Double bit-flip;1
k;nn.c;177;0.660504102707;0-2;Double bit-flip;1
target_long;nn.c;178;1.37260198593;0-2;Double bit-flip;1
done;nn.c;31;0.90491104126;0-2;Double bit-flip;1
target_lat;nn.c;178;0.769421100616;0-2;Double bit-flip;1
target_lat;nn.c;178;0.840358018875;0-2;Double bit-flip;1
target_long;nn.c;178;1.38700389862;0-2;Double bit-flip;1
target_lat;nn.c;178;1.88608002663;0-2;Double bit-flip;1
target_lat;nn.c;178;1.95504593849;0-2;Double bit-flip;1
target_lat;nn.c;178;1.68499708176;0-2;Double bit-flip;1
target_lat;nn.c;178;1.64135098457;0-2;Double bit-flip;1
target_lat;nn.c;178;1.17888307571;0-2;Double bit-flip;1
target_long;nn.c;178;0.849984884262;0-2;Double bit-flip;1
k;nn.c;177;0.513706922531;0-2;Double bit-flip;1
k;nn.c;177;0.95182299614;0-2;Double bit-flip;1
target_long;nn.c;178;0.985322952271;0-2;Double bit-flip;1
target_long;nn.c;178;1.81649804115;0-2;Double bit-flip;1
k;nn.c;177;1.56481790543;0-2;Double bit-flip;1
target_long;nn.c;178;1.22115492821;0-2;Double bit-flip;1
target_long;nn.c;178;0.867292881012;0-2;Double bit-flip;1
target_long;nn.c;178;0.608766078949;0-2;Double bit-flip;1
target_long;nn.c;178;1.25308299065;0-2;Double bit-flip;1
done;nn.c;31;1.7240960598;0-2;Double bit-flip;1
target_long;nn.c;178;0.705483913422;0-2;Double bit-flip;1
target_lat;nn.c;178;1.08663201332;0-2;Double bit-flip;1
target_long;nn.c;178;1.76673603058;0-2;Double bit-flip;1
target_lat;nn.c;178;1.83990001678;0-2;Double bit-flip;1
target_long;nn.c;178;1.34290790558;0-2;Double bit-flip;1
target_lat;nn.c;178;1.94069504738;0-2;Double bit-flip;1
target_long;nn.c;178;0.679140090942;0-2;Double bit-flip;1
target_lat;nn.c;178;1.83318805695;0-2;Double bit-flip;1
neighbors;nn.c;34;0.967283010483;0-2;Double bit-flip;1
neighbors;nn.c;34;2.36783599854;0-2;Double bit-flip;1
target_long;nn.c;178;0.398097991943;0-2;Double bit-flip;1
done;nn.c;31;1.0710709095;0-2;Double bit-flip;1
target_long;nn.c;178;0.559686899185;0-2;Double bit-flip;1
target_lat;nn.c;178;0.97428894043;0-2;Double bit-flip;1
target_lat;nn.c;178;1.98148989677;0-2;Double bit-flip;1
target_long;nn.c;178;1.34033608437;0-2;Double bit-flip;1
done;nn.c;31;1.47058200836;0-2;Double bit-flip;1
neighbors;nn.c;34;1.67051196098;0-2;Double bit-flip;1
target_lat;nn.c;178;0.845701932907;0-2;Double bit-flip;1
k;nn.c;177;1.12217092514;0-2;Double bit-flip;1
target_lat;nn.c;178;1.89482998848;0-2;Double bit-flip;1
target_lat;nn.c;178;1.53207588196;0-2;Double bit-flip;1
target_long;nn.c;178;1.6183578968;0-2;Double bit-flip;1
k;nn.c;177;0.968097925186;0-2;Double bit-flip;1
done;nn.c;31;0.410547018051;0-2;Double bit-flip;1
neighbors;nn.c;34;1.88050603867;0-2;Double bit-flip;1
k;nn.c;177;1.25693297386;0-2;Double bit-flip;1
target_long;nn.c;178;1.05959796906;0-2;Double bit-flip;1
target_long;nn.c;178;0.85068488121;0-2;Double bit-flip;1
done;nn.c;31;1.74030804634;0-2;Double bit-flip;1
target_long;nn.c;178;1.50925707817;0-2;Double bit-flip;1
target_lat;nn.c;178;0.507709026337;0-2;Double bit-flip;1
target_lat;nn.c;178;1.33337497711;0-2;Double bit-flip;1
neighbors;nn.c;34;1.75574707985;0-2;Double bit-flip;1
target_long;nn.c;178;0.916888952255;0-2;Double bit-flip;1
done;nn.c;31;0.903779983521;0-2;Double bit-flip;1
target_lat;nn.c;178;0.960498094559;0-2;Double bit-flip;1
target_lat;nn.c;178;1.53680801392;0-2;Double bit-flip;1
target_long;nn.c;178;0.81089091301;0-2;Double bit-flip;1
done;nn.c;31;1.47205710411;0-2;Double bit-flip;1
target_long;nn.c;178;1.51629209518;0-2;Double bit-flip;1
target_long;nn.c;178;0.876857995987;0-2;Double bit-flip;1
target_lat;nn.c;178;1.59842801094;0-2;Double bit-flip;1
target_long;nn.c;178;1.21221399307;0-2;Double bit-flip;1
flist;nn.c;32;0.815651893616;0-2;Double bit-flip;1
done;nn.c;31;1.05957794189;0-2;Double bit-flip;1
done;nn.c;31;1.50590705872;0-2;Double bit-flip;1
target_long;nn.c;178;1.00577807426;0-2;Double bit-flip;1
target_long;nn.c;178;1.89603900909;0-2;Double bit-flip;1
neighbors;nn.c;34;0.650453090668;0-2;Double bit-flip;1
done;nn.c;31;0.871643066406;0-2;Double bit-flip;1
target_long;nn.c;178;1.4025490284;0-2;Double bit-flip;1
target_lat;nn.c;178;1.30130791664;0-2;Double bit-flip;1
neighbors;nn.c;34;0.592366933823;0-2;Double bit-flip;1
target_long;nn.c;178;0.543979883194;0-2;Double bit-flip;1
target_long;nn.c;178;1.55386209488;0-2;Double bit-flip;1
target_lat;nn.c;178;1.0681219101;0-2;Double bit-flip;1
target_lat;nn.c;178;1.15268397331;0-2;Double bit-flip;1
neighbors;nn.c;34;0.57861995697;0-2;Double bit-flip;1
k;nn.c;177;0.822598934174;0-2;Double bit-flip;1
target_lat;nn.c;178;0.624768972397;0-2;Double bit-flip;1
done;nn.c;31;1.6643140316;0-2;Double bit-flip;1
done;nn.c;31;1.46632194519;0-2;Double bit-flip;1
target_long;nn.c;178;0.976212978363;0-2;Double bit-flip;1
target_lat;nn.c;178;1.62232995033;0-2;Double bit-flip;1
fp;nn.c;32;1.30673503876;0-2;Double bit-flip;1
target_long;nn.c;178;1.44330191612;0-2;Double bit-flip;1
done;nn.c;31;1.10352897644;0-2;Double bit-flip;1
target_lat;nn.c;178;1.02331900597;0-2;Double bit-flip;1
target_lat;nn.c;28;0.864268064499;0-2;Double bit-flip;1
target_lat;nn.c;178;1.29602694511;0-2;Double bit-flip;1
done;nn.c;31;2.42325997353;0-2;Double bit-flip;1
target_lat;nn.c;178;0.860766887665;0-2;Double bit-flip;1
target_long;nn.c;178;0.915745019913;0-2;Double bit-flip;1
k;nn.c;28;0.541709899902;0-2;Double bit-flip;1
target_long;nn.c;178;0.800462961197;0-2;Double bit-flip;1
target_long;nn.c;178;0.761753082275;0-2;Double bit-flip;1
done;nn.c;31;0.672780990601;0-2;Double bit-flip;1
target_lat;nn.c;178;1.3137960434;0-2;Double bit-flip;1
neighbors;nn.c;34;1.31092691422;0-2;Double bit-flip;1
done;nn.c;31;2.05306601524;0-2;Double bit-flip;1
target_lat;nn.c;178;2.39642810822;0-2;Double bit-flip;1
neighbors;nn.c;34;1.14323592186;0-2;Double bit-flip;1
target_lat;nn.c;178;1.23576998711;0-2;Double bit-flip;1
target_lat;nn.c;178;1.00102305412;0-2;Double bit-flip;1
k;nn.c;177;0.709131002426;0-2;Double bit-flip;1
neighbors;nn.c;34;2.06557798386;0-2;Double bit-flip;1
done;nn.c;31;1.19419002533;0-2;Double bit-flip;1
target_lat;nn.c;178;1.21616697311;0-2;Double bit-flip;1
target_long;nn.c;178;1.78304100037;0-2;Double bit-flip;1
target_lat;nn.c;178;0.968259096146;0-2;Double bit-flip;1
z;nn.c;64;1.10956907272;0-2;Double bit-flip;1
done;nn.c;31;2.04009699821;0-2;Double bit-flip;1
neighbors;nn.c;34;0.644637107849;0-2;Double bit-flip;1
done;nn.c;31;0.62278008461;0-2;Double bit-flip;1
target_long;nn.c;178;1.38051104546;0-2;Double bit-flip;1
k;nn.c;28;0.368922948837;0-2;Double bit-flip;1
done;nn.c;31;1.3452899456;0-2;Double bit-flip;1
target_long;nn.c;178;0.870021104813;0-2;Double bit-flip;1
target_lat;nn.c;178;1.58569788933;0-2;Double bit-flip;1
target_lat;nn.c;178;1.26114702225;0-2;Double bit-flip;1
target_long;nn.c;178;1.18568205833;0-2;Double bit-flip;1
target_lat;nn.c;178;1.01121306419;0-2;Double bit-flip;1
k;nn.c;177;1.80134701729;0-2;Double bit-flip;1
target_long;nn.c;178;0.412662982941;0-2;Double bit-flip;1
target_long;nn.c;178;1.5531270504;0-2;Double bit-flip;1
target_lat;nn.c;178;1.6439499855;0-2;Double bit-flip;1
target_lat;nn.c;178;0.912482976913;0-2;Double bit-flip;1
neighbors;nn.c;34;1.71662688255;0-2;Double bit-flip;1
k;nn.c;177;0.6246509552;0-2;Double bit-flip;1
target_long;nn.c;178;0.807225942612;0-2;Double bit-flip;1
done;nn.c;31;1.21483588219;0-2;Double bit-flip;1
target_long;nn.c;178;0.627181053162;0-2;Double bit-flip;1
target_long;nn.c;178;1.39750599861;0-2;Double bit-flip;1
done;nn.c;31;0.796000957489;0-2;Double bit-flip;1
done;nn.c;31;1.33200907707;0-2;Double bit-flip;1
target_long;nn.c;178;1.59511590004;0-2;Double bit-flip;1
target_lat;nn.c;178;1.11898803711;0-2;Double bit-flip;1
done;nn.c;31;1.84300589561;0-2;Double bit-flip;1
target_lat;nn.c;178;1.49420690536;0-2;Double bit-flip;1
target_lat;nn.c;178;1.69777297974;0-2;Double bit-flip;1
k;nn.c;177;1.39162802696;0-2;Double bit-flip;1
target_long;nn.c;178;1.01777291298;0-2;Double bit-flip;1
done;nn.c;31;0.995410919189;0-2;Double bit-flip;1
target_lat;nn.c;178;1.32268810272;0-2;Double bit-flip;1
target_lat;nn.c;178;1.35420608521;0-2;Double bit-flip;1
target_lat;nn.c;178;0.979860067368;0-2;Double bit-flip;1
target_lat;nn.c;178;1.62885403633;0-2;Double bit-flip;1
k;nn.c;177;2.26115703583;0-2;Double bit-flip;1
target_lat;nn.c;178;2.04073095322;0-2;Double bit-flip;1
neighbors;nn.c;34;1.32880091667;0-2;Double bit-flip;1
target_lat;nn.c;178;0.972179889679;0-2;Double bit-flip;1
target_long;nn.c;178;1.44026589394;0-2;Double bit-flip;1
k;nn.c;177;0.720650911331;0-2;Double bit-flip;1
target_long;nn.c;178;1.10242891312;0-2;Double bit-flip;1
target_lat;nn.c;178;1.28548407555;0-2;Double bit-flip;1
target_lat;nn.c;178;1.04468798637;0-2;Double bit-flip;1
done;nn.c;31;2.13133406639;0-2;Double bit-flip;1
target_lat;nn.c;178;1.50732088089;0-2;Double bit-flip;1
target_long;nn.c;178;0.880007982254;0-2;Double bit-flip;1
target_lat;nn.c;178;0.995481014252;0-2;Double bit-flip;1
k;nn.c;177;1.32129001617;0-2;Double bit-flip;1
done;nn.c;31;1.10393691063;0-2;Double bit-flip;1
done;nn.c;31;1.00120401382;0-2;Double bit-flip;1
target_long;nn.c;178;1.44738698006;0-2;Double bit-flip;1
done;nn.c;31;1.1241440773;0-2;Double bit-flip;1
k;nn.c;177;1.7097029686;0-2;Double bit-flip;1
target_long;nn.c;178;0.742844104767;0-2;Double bit-flip;1
target_long;nn.c;178;0.867429018021;0-2;Double bit-flip;1
done;nn.c;31;0.447422981262;0-2;Double bit-flip;1
target_lat;nn.c;178;1.79618597031;0-2;Double bit-flip;1
target_long;nn.c;178;1.09371304512;0-2;Double bit-flip;1
done;nn.c;31;1.07950592041;0-2;Double bit-flip;1
target_lat;nn.c;178;1.4948849678;0-2;Double bit-flip;1
target_long;nn.c;178;0.91556596756;0-2;Double bit-flip;1
target_lat;nn.c;178;0.757551908493;0-2;Double bit-flip;1
target_lat;nn.c;178;1.61309909821;0-2;Double bit-flip;1
target_long;nn.c;178;1.22272992134;0-2;Double bit-flip;1
done;nn.c;31;1.62810993195;0-2;Double bit-flip;1
target_long;nn.c;178;0.471457958221;0-2;Double bit-flip;1
target_long;nn.c;178;1.59120988846;0-2;Double bit-flip;1
neighbors;nn.c;34;1.10796308517;0-2;Double bit-flip;1
target_lat;nn.c;178;2.09614896774;0-2;Double bit-flip;1
done;nn.c;31;1.58362388611;0-2;Double bit-flip;1
target_long;nn.c;178;1.39699888229;0-2;Double bit-flip;1
target_lat;nn.c;178;1.05600404739;0-2;Double bit-flip;1
target_long;nn.c;178;1.46343588829;0-2;Double bit-flip;1
target_lat;nn.c;178;1.73382306099;0-2;Double bit-flip;1
target_long;nn.c;178;0.989016056061;0-2;Double bit-flip;1
done;nn.c;31;1.33413290977;0-2;Double bit-flip;1
k;nn.c;177;1.5927131176;0-2;Double bit-flip;1
target_long;nn.c;178;1.48349499702;0-2;Double bit-flip;1
target_lat;nn.c;178;1.49331092834;0-2;Double bit-flip;1
neighbors;nn.c;34;2.28435397148;0-2;Double bit-flip;1
target_long;nn.c;178;0.997096061707;0-2;Double bit-flip;1
target_lat;nn.c;178;0.656778097153;0-2;Double bit-flip;1
target_lat;nn.c;178;1.27461791039;0-2;Double bit-flip;1
done;nn.c;31;0.478822946548;0-2;Double bit-flip;1
target_lat;nn.c;178;1.56299710274;0-2;Double bit-flip;1
done;nn.c;31;1.47228288651;0-2;Double bit-flip;1
target_lat;nn.c;28;0.795273065567;0-2;Double bit-flip;1
target_long;nn.c;178;1.08680200577;0-2;Double bit-flip;1
target_lat;nn.c;178;1.67609906197;0-2;Double bit-flip;1
target_lat;nn.c;178;1.6560280323;0-2;Double bit-flip;1
k;nn.c;177;0.965447902679;0-2;Double bit-flip;1
target_long;nn.c;178;1.27709698677;0-2;Double bit-flip;1
target_lat;nn.c;178;2.23539090157;0-2;Double bit-flip;1
target_long;nn.c;178;0.760548114777;0-2;Double bit-flip;1
target_long;nn.c;178;1.24786090851;0-2;Double bit-flip;1
done;nn.c;31;0.726243972778;0-2;Double bit-flip;1
target_long;nn.c;178;1.39399504662;0-2;Double bit-flip;1
target_long;nn.c;178;0.875340938568;0-2;Double bit-flip;1
target_lat;nn.c;178;0.628812074661;0-2;Double bit-flip;1
target_long;nn.c;178;1.76186990738;0-2;Double bit-flip;1
data1;nn.c;180;2.52072095871;0-2;Double bit-flip;1
z;nn.c;64;0.968717098236;0-2;Double bit-flip;1
target_lat;nn.c;178;0.533097982407;0-2;Double bit-flip;1
k;nn.c;177;1.69830608368;0-2;Double bit-flip;1
target_lat;nn.c;178;1.24312710762;0-2;Double bit-flip;1
target_lat;nn.c;178;1.58647990227;0-2;Double bit-flip;1
target_lat;nn.c;178;0.626790046692;0-2;Double bit-flip;1
target_long;nn.c;178;0.360481023788;0-2;Double bit-flip;1
target_long;nn.c;178;1.22552990913;0-2;Double bit-flip;1
target_lat;nn.c;178;1.30306696892;0-2;Double bit-flip;1
target_long;nn.c;178;0.848375082016;0-2;Double bit-flip;1
target_long;nn.c;178;0.842060089111;0-2;Double bit-flip;1
target_long;nn.c;178;0.714371919632;0-2;Double bit-flip;1
done;nn.c;31;1.03731393814;0-2;Double bit-flip;1
target_long;nn.c;178;1.56415295601;0-2;Double bit-flip;1
target_lat;nn.c;178;0.696016073227;0-2;Double bit-flip;1
target_lat;nn.c;178;1.38893294334;0-2;Double bit-flip;1
target_lat;nn.c;178;0.348153114319;0-2;Double bit-flip;1
target_lat;nn.c;178;1.63520789146;0-2;Double bit-flip;1
target_long;nn.c;178;0.76821398735;0-2;Double bit-flip;1
target_long;nn.c;178;1.37278199196;0-2;Double bit-flip;1
target_lat;nn.c;178;1.34964108467;0-2;Double bit-flip;1
k;nn.c;177;1.11807703972;0-2;Double bit-flip;1
target_lat;nn.c;178;1.18865799904;0-2;Double bit-flip;1
k;nn.c;177;1.60504293442;0-2;Double bit-flip;1
target_long;nn.c;178;1.71107411385;0-2;Double bit-flip;1
neighbors;nn.c;34;1.75422501564;0-2;Double bit-flip;1
neighbors;nn.c;34;1.36841797829;0-2;Double bit-flip;1
target_long;nn.c;178;0.479867935181;0-2;Double bit-flip;1
target_lat;nn.c;178;1.68325304985;0-2;Double bit-flip;1
target_long;nn.c;178;1.59817099571;0-2;Double bit-flip;1
z;nn.c;64;1.55770206451;0-2;Double bit-flip;1
target_lat;nn.c;178;0.475111961365;0-2;Double bit-flip;1
done;nn.c;31;1.81416702271;0-2;Double bit-flip;1
target_long;nn.c;178;2.12593507767;0-2;Double bit-flip;1
target_long;nn.c;178;1.57727193832;0-2;Double bit-flip;1
target_long;nn.c;178;1.91762709618;0-2;Double bit-flip;1
target_long;nn.c;178;1.54345488548;0-2;Double bit-flip;1
target_lat;nn.c;178;0.773797035217;0-2;Double bit-flip;1
target_long;nn.c;178;1.41762089729;0-2;Double bit-flip;1
k;nn.c;177;0.404680967331;0-2;Double bit-flip;1
target_long;nn.c;178;0.835153102875;0-2;Double bit-flip;1
done;nn.c;31;1.50153708458;0-2;Double bit-flip;1
neighbors;nn.c;34;0.86905503273;0-2;Double bit-flip;1
target_lat;nn.c;178;1.67167210579;0-2;Double bit-flip;1
target_long;nn.c;178;0.749389886856;0-2;Double bit-flip;1
target_long;nn.c;178;1.26279401779;0-2;Double bit-flip;1
done;nn.c;31;2.0914170742;0-2;Double bit-flip;1
target_lat;nn.c;178;0.590102910995;0-2;Double bit-flip;1
done;nn.c;31;1.17452406883;0-2;Double bit-flip;1
target_long;nn.c;178;1.35295701027;0-2;Double bit-flip;1
target_lat;nn.c;178;1.98503899574;0-2;Double bit-flip;1
k;nn.c;28;0.894783973694;0-2;Double bit-flip;1
k;nn.c;177;1.45986890793;0-2;Double bit-flip;1
done;nn.c;31;0.876012086868;0-2;Double bit-flip;1
target_lat;nn.c;178;1.4201130867;0-2;Double bit-flip;1
neighbors;nn.c;34;0.532943964005;0-2;Double bit-flip;1
done;nn.c;31;1.88264298439;0-2;Double bit-flip;1
target_lat;nn.c;178;1.29794406891;0-2;Double bit-flip;1
target_long;nn.c;178;1.28564596176;0-2;Double bit-flip;1
neighbors;nn.c;34;0.98928809166;0-2;Double bit-flip;1
target_lat;nn.c;178;1.46886301041;0-2;Double bit-flip;1
done;nn.c;31;0.987765073776;0-2;Double bit-flip;1
target_long;nn.c;178;0.973948955536;0-2;Double bit-flip;1
done;nn.c;31;1.9135389328;0-2;Double bit-flip;1
target_long;nn.c;178;1.04158306122;0-2;Double bit-flip;1
target_lat;nn.c;178;1.05788707733;0-2;Double bit-flip;1
target_long;nn.c;178;1.51383209229;0-2;Double bit-flip;1
target_lat;nn.c;178;1.90423989296;0-2;Double bit-flip;1
target_lat;nn.c;178;0.792182922363;0-2;Double bit-flip;1
target_long;nn.c;178;1.18535089493;0-2;Double bit-flip;1
target_lat;nn.c;178;1.34155607224;0-2;Double bit-flip;1
target_lat;nn.c;178;2.13146305084;0-2;Double bit-flip;1
done;nn.c;31;1.00306010246;0-2;Double bit-flip;1
target_lat;nn.c;178;0.991827964783;0-2;Double bit-flip;1
target_lat;nn.c;178;1.68163990974;0-2;Double bit-flip;1
target_lat;nn.c;178;1.6212348938;0-2;Double bit-flip;1
done;nn.c;31;2.17902708054;0-2;Double bit-flip;1
target_lat;nn.c;178;1.12596893311;0-2;Double bit-flip;1
target_long;nn.c;178;1.21670603752;0-2;Double bit-flip;1
done;nn.c;31;1.24302792549;0-2;Double bit-flip;1
target_long;nn.c;178;1.16634488106;0-2;Double bit-flip;1
target_long;nn.c;178;1.1163880825;0-2;Double bit-flip;1
target_long;nn.c;178;1.29631710052;0-2;Double bit-flip;1
target_long;nn.c;178;1.61887097359;0-2;Double bit-flip;1
target_lat;nn.c;178;1.20413708687;0-2;Double bit-flip;1
neighbors;nn.c;34;2.26676511765;0-2;Double bit-flip;1
target_long;nn.c;178;0.433515071869;0-2;Double bit-flip;1
target_lat;nn.c;178;1.90032291412;0-2;Double bit-flip;1
k;nn.c;177;0.465482950211;0-2;Double bit-flip;1
target_lat;nn.c;178;1.14974308014;0-2;Double bit-flip;1
k;nn.c;177;1.17498993874;0-2;Double bit-flip;1
target_long;nn.c;178;0.473754882812;0-2;Double bit-flip;1
target_lat;nn.c;178;0.897610902786;0-2;Double bit-flip;1
target_lat;nn.c;178;1.37724900246;0-2;Double bit-flip;1
target_lat;nn.c;178;1.2860751152;0-2;Double bit-flip;1
done;nn.c;31;0.878969907761;0-2;Double bit-flip;1
k;nn.c;177;1.62553095818;0-2;Double bit-flip;1
target_lat;nn.c;178;1.2210559845;0-2;Double bit-flip;1
target_long;nn.c;178;1.820084095;0-2;Double bit-flip;1
